SQLDATE,date,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_NumThemes,GKG_Persons,GKG_NumPersons,GKG_Organizations,GKG_NumOrgs,GKG_V2Tone_Positive,GKG_V2Tone_Negative,GKG_V2Tone_Polarity,GKG_V2Tone_ActivityDensity,GKG_V2Tone_SelfGroupDensity,GKG_V2Tone_WordCount,GCAM_Anger,GCAM_Fear,GCAM_Joy,GCAM_Sadness,GCAM_Trust,GCAM_Surprise,GCAM_DominantEmotion,GKG_DocumentIdentifier,GKG_HasImage,GKG_Language,GKG_IsTranslated,QuadLabel,IsConflict,IsNegative,MediaWeight,ZoneBenin,DepartementBenin,PopulationVille,IsNorthBenin,SourceType,GoldsteinNorm,ToneNorm,month,GKG_ThemeConflict,GKG_ThemeEconomy,GKG_ThemeGovern,GKG_ThemeHumanDev,GKG_ThemeEnviro,GKG_ToneGap,GKG_EmotionIntensity,ToneCategory,GoldsteinBin
20250318,2025-03-18,Medias beninois,BN,Syndicat UNSTB,BN,036,Critique politique,1,4.97,2,2,-1.21,Porto-Novo,BN,6.4969,2.6289,lepointeau.bj,SECURITY;ECONOMY;PATRIMOINE_UNESCO;ENERGIE_ELECTRIFICATION,4,Aurélien Agbenonci;Romuald Wadagni,2,Cour Supreme du Benin,1,4.73,0.98,5.71,10.26,0.69,1629,0.042,0.062,5.774,0.829,0.371,0.137,Joy,https://lepointeau.bj/evt-55203,1,fra,0,Cooperation verbale,0,1,4,Sud,Oueme,264000,0,Presse en ligne,0.7485,0.4698,2025-03,1,1,0,1,0,3.75,7.215,Neutre,Stabilisant
20250702,2025-07-02,Police Republicaine,BN,Etudiants / UAC,BN,110,Rejet/opposition,3,-3.28,4,3,-2.38,Lokossa,BN,6.6392,1.7153,lavoixdubenin.com,ECONOMY;CORRUPTION;PORT_COTONOU;CRIME,4,Sebastien Ajavon;Boni Yayi;Joseph Djogbenou,3,API (Invest. Benin);Police Republicaine du Benin;Universite de Parakou,3,0.5,0.81,1.31,4.75,0.74,2019,4.101,0.163,0.074,0.733,1.874,0.814,Anger,https://lavoixdubenin.com/evt-21437,1,fra,0,Conflit verbal,1,1,12,Sud,Mono,105000,0,Presse en ligne,0.336,0.4405,2025-07,1,1,0,0,0,-0.31,7.759,Negatif,Destabilisant
20251019,2025-10-19,Societe civile,BN,Gouvernement du Benin,BN,050,Appel cooperation,1,4.33,1,1,6.18,Aplahoue,BN,6.93,1.68,beninrevele.bj,DECENTRALISATION,1,Benjamin Hounkpatin;Reckya Madougou,2,,0,1.08,0.55,1.63,3.53,0.62,324,0.029,0.656,0.986,0.108,3.257,0.443,Trust,https://beninrevele.bj/actualite/evt-43434,1,fra,0,Cooperation verbale,0,0,1,Sud,Couffo,171000,0,Site gouv.,0.7165,0.6545,2025-10,0,0,1,0,0,0.53,5.479,Tres positif,Stabilisant
20250721,2025-07-21,Societe civile,BN,Syndicat UNSTB,BN,112,Refus requete,3,-1.54,6,1,-4.8,Ketou,BN,7.36,2.6,lanouvelletribune.bj,FRONTIERE_NORD;YOUTH;TERRORISM,3,Romuald Wadagni,1,ABeGIEF (Gestion Immob.);Presidence du Benin;Forces Armees Beninoises (FAB),3,3.35,6.33,9.68,0.17,2.19,842,3.928,1.087,0.224,2.781,0.024,1.485,Anger,https://lanouvelletribune.bj/benin/evt-94854,1,fra,0,Conflit verbal,1,1,6,Sud,Plateau,136000,0,Presse en ligne,0.423,0.38,2025-07,1,0,0,1,0,-2.98,9.529,Negatif,Leg. negatif
20250606,2025-06-06,Gouvernement du Benin,BN,Gouvernement du Benin,BN,120,Menace,3,-7.12,5,3,-4.93,Ketou,BN,7.36,2.6,matinlibre.com,SECURITY;CORRUPTION;PALUDISME;CRIME;POLITICS,5,,0,,0,0.33,1.66,1.99,0.77,4.45,1828,9.737,4.184,0.511,0.041,0.777,2.724,Anger,https://matinlibre.com/2025/evt-85217,1,fra,0,Conflit verbal,1,1,15,Sud,Plateau,136000,0,Presse en ligne,0.144,0.3768,2025-06,1,0,1,1,0,-1.33,17.974,Negatif,Tres destabilisant
20250410,2025-04-10,Presidence de la Republique,BN,Parti Union Progressiste,BN,130,Protestation,3,-2.39,10,1,-3.14,Savalou,BN,7.9303,1.9754,lepointeau.bj,PORT_COTONOU;CORRUPTION;SECURITY,3,,0,API (Invest. Benin);INSAE (Statistiques);ORTB (Radio-Television),3,0.47,4.85,5.32,5.43,0.21,2005,7.946,1.137,0.23,0.939,0.278,0.62,Anger,https://lepointeau.bj/evt-13866,1,fra,0,Conflit verbal,1,1,10,Centre,Collines,144000,0,Presse en ligne,0.3805,0.4215,2025-04,1,1,0,0,0,-4.38,11.15,Negatif,Leg. negatif
20250502,2025-05-02,Autorites traditionnelles,BN,Presidence de la Republique,BN,140,Refus cooperation,3,-5.21,5,4,-5.29,Abomey-Calavi,BN,6.4484,2.3552,beninwebtv.com,YOUTH;DECENTRALISATION;RELIGION_VODOUN;TOURISME_BENIN,4,,0,Cour Supreme du Benin;Ministere des Finances (MEF),2,0.32,2.58,2.9,2.4,1.11,604,7.101,2.496,0.4,0.356,1.142,0.1,Anger,https://beninwebtv.com/2025/05/02/evt-95850,1,fra,0,Conflit verbal,1,1,20,Sud,Atlantique,757000,0,Web TV,0.2395,0.3678,2025-05,0,1,1,1,0,-2.26,11.595,Tres negatif,Destabilisant
20251111,2025-11-11,Armee beninoise (FAB),BN,Gouvernement du Benin,BN,043,Reception officielle,1,0.72,21,5,-1.56,Dogbo,BN,6.8,1.78,24haubenin.info,HUMAN_RIGHTS;PECHE,2,Adrien Houngbedji;Aurélien Agbenonci,2,HAAC (Haute Autorite),1,0.44,4.07,4.51,0.22,0.35,1023,0.293,0.114,2.663,1.487,2.248,1.04,Joy,https://24haubenin.info/?evt-34983,1,fra,0,Cooperation verbale,0,1,105,Sud,Couffo,103000,0,Presse en ligne,0.536,0.461,2025-11,0,0,0,0,1,-3.63,7.845,Neutre,Neutre
20250420,2025-04-20,Parti Bloc Republicain,BN,Syndicat enseignants (COSI),BN,036,Critique politique,1,1.78,13,2,-0.5,Tchaourou,BN,8.89,2.59,matinlibre.com,INFRASTRUCTURE;EAU_ASSAINISSEMENT;ECONOMY;YOUTH,4,Yvon Detegnon;Abdoulaye Bio Tchane,2,Ministere de la Sante;SBEE (Electricite),2,0.63,2.25,2.88,20.93,0.78,2078,0.405,0.41,0.64,0.604,5.223,0.021,Trust,https://matinlibre.com/2025/evt-19124,1,fra,0,Cooperation verbale,0,1,26,Nord,Borgou,220000,1,Presse en ligne,0.589,0.4875,2025-04,0,1,0,1,0,-1.62,7.303,Neutre,Neutre
20250616,2025-06-16,Patronat beninois (CNP),BN,Parti Forces Cauris,BN,061,Aide economique,2,2.43,2,5,-0.36,Porto-Novo,BN,6.4969,2.6289,24haubenin.info,PALUDISME;FINANCE;COMMERCE_NIGERIA;FOOD_SECURITY,4,,0,Cour Supreme du Benin;ABeGIEF (Gestion Immob.),2,0.58,3.72,4.3,2.54,1.29,2661,0.906,0.591,0.02,0.367,4.34,3.351,Trust,https://24haubenin.info/?evt-49073,0,fra,0,Cooperation materielle,0,1,10,Sud,Oueme,264000,0,Presse en ligne,0.6215,0.491,2025-06,1,1,0,1,1,-3.14,9.575,Neutre,Neutre
20250510,2025-05-10,Cour Constitutionnelle,BN,Parti Bloc Republicain,BN,040,Consultation diplomatique,1,2.22,7,3,4.81,Cotonou,BN,6.3654,2.4183,fraternite.bj,TRADE,1,,0,,0,1.66,0.5,2.16,3.17,0.17,377,0.72,1.273,3.612,0.13,9.718,0.239,Trust,https://fraternite.bj/article/evt-42946,0,fra,0,Cooperation verbale,0,0,21,Sud,Littoral,679000,0,Presse en ligne,0.611,0.6202,2025-05,0,1,0,0,0,1.16,15.692,Positif,Neutre
20250927,2025-09-27,Gouvernement du Benin,BN,Autorites traditionnelles,BN,061,Aide economique,2,0.83,7,5,-0.73,Pobe,BN,6.98,2.66,matinlibre.com,ENVIRONMENT;PALUDISME,2,,0,AIC (Coton);Bloc Republicain (BR),2,3.1,1.0,4.1,0.72,1.48,1165,1.413,0.523,4.449,0.35,3.305,0.045,Joy,https://matinlibre.com/2025/evt-70394,1,fra,0,Cooperation materielle,0,1,35,Sud,Plateau,123000,0,Presse en ligne,0.5415,0.4818,2025-09,0,0,0,1,1,2.1,10.085,Neutre,Neutre
20250518,2025-05-18,Syndicat UNSTB,BN,Parti Union Progressiste,BN,071,Aide humanitaire,2,-0.52,10,2,-4.05,Tchaourou,BN,8.89,2.59,beninrevele.bj,COMMERCE_NIGERIA,1,Romuald Wadagni;Moele-Benin;Reckya Madougou,3,,0,0.49,2.88,3.37,1.73,1.11,2981,1.037,0.891,0.401,0.315,3.536,0.592,Trust,https://beninrevele.bj/actualite/evt-51753,1,fra,0,Cooperation materielle,0,1,20,Nord,Borgou,220000,1,Site gouv.,0.474,0.3988,2025-05,0,1,0,0,0,-2.39,6.772,Negatif,Leg. negatif
20250625,2025-06-25,Syndicat UNSTB,BN,Parti Union Progressiste,BN,071,Aide humanitaire,2,-1.04,7,6,1.67,Tchaourou,BN,8.89,2.59,lanouvelletribune.bj,GOVERNMENT;DECENTRALISATION;INONDATIONS;EPU_POLICY_UNCERTAINTY;CLIMATE,5,Sebastien Ajavon,1,Port Autonome de Cotonou (PAC),1,4.24,1.26,5.5,0.59,0.55,1871,0.781,0.406,1.431,0.282,1.304,0.061,Joy,https://lanouvelletribune.bj/benin/evt-50645,1,fra,0,Cooperation materielle,0,0,42,Nord,Borgou,220000,1,Presse en ligne,0.448,0.5418,2025-06,0,0,1,0,1,2.98,4.265,Neutre,Leg. negatif
20250305,2025-03-05,Presidence de la Republique,BN,Parti Bloc Republicain,BN,040,Consultation diplomatique,1,5.66,8,7,2.54,Tchaourou,BN,8.89,2.59,beninrevele.bj,UNIVERSITE_ABOMEY_CALAVI;PATRIMOINE_UNESCO;POLITICS,3,,0,ORTB (Radio-Television),1,7.34,1.46,8.8,0.36,0.38,1600,0.299,0.325,0.776,0.327,1.669,1.912,Surprise,https://beninrevele.bj/actualite/evt-50490,1,fra,0,Cooperation verbale,0,0,56,Nord,Borgou,220000,1,Site gouv.,0.783,0.5635,2025-03,0,0,1,1,0,5.88,5.308,Positif,Stabilisant
20250511,2025-05-11,Autorites traditionnelles,BN,Presidence de la Republique,BN,012,Decl. de soutien,1,4.48,5,10,3.23,Ouidah,BN,6.36,2.0852,lavoixdubenin.com,ENERGIE_ELECTRIFICATION,1,,0,ORTB (Radio-Television),1,1.24,1.74,2.98,4.5,1.08,742,0.222,0.268,8.597,0.432,0.055,1.26,Joy,https://lavoixdubenin.com/evt-35379,1,fra,0,Cooperation verbale,0,0,50,Sud,Atlantique,164000,0,Presse en ligne,0.724,0.5808,2025-05,0,0,0,1,0,-0.5,10.834,Positif,Stabilisant
20251124,2025-11-24,Assemblee Nationale,BN,Parti Union Progressiste,BN,043,Reception officielle,1,2.69,2,3,-4.98,Malanville,BN,11.868,3.3836,fraternite.bj,DECENTRALISATION;HEALTH;RELIGION_VODOUN,3,Joel Aivo;Alassane Seidou,2,AIC (Coton),1,6.75,2.27,9.02,3.49,0.35,880,0.322,0.144,2.113,0.172,4.541,0.152,Trust,https://fraternite.bj/article/evt-35005,0,fra,0,Cooperation verbale,0,1,6,Nord,Alibori,168000,1,Presse en ligne,0.6345,0.3755,2025-11,0,0,1,1,0,4.48,7.444,Negatif,Neutre
20250707,2025-07-07,Parti Forces Cauris,BN,Syndicat UNSTB,BN,012,Decl. de soutien,1,-3.71,12,2,1.34,Ouidah,BN,6.36,2.0852,lepointeau.bj,INONDATIONS;FOOD_SECURITY;ZONE_FRANCHE;REFORME_CONSTITUTIONNELLE;RELIGION_VODOUN,5,,0,Port Autonome de Cotonou (PAC),1,4.35,2.41,6.76,0.72,0.1,572,0.304,0.317,2.042,0.339,0.863,0.037,Joy,https://lepointeau.bj/evt-60525,1,fra,0,Cooperation verbale,0,0,24,Sud,Atlantique,164000,0,Presse en ligne,0.3145,0.5335,2025-07,1,1,1,0,1,1.94,3.902,Neutre,Destabilisant
20251004,2025-10-04,Gouvernement du Benin,BN,Medias beninois,BN,140,Refus cooperation,3,0.16,12,1,-6.57,Cotonou,BN,6.3654,2.4183,gouv.bj,FOOD_SECURITY,1,Alassane Seidou;Samou Seidou Adambi;Oswald Homeky,3,,0,0.37,3.98,4.35,5.48,0.16,2195,1.337,4.047,0.101,0.457,1.896,0.637,Fear,https://www.gouv.bj/actualite/evt-59557,1,fra,0,Conflit verbal,1,1,12,Sud,Littoral,679000,0,Officiel,0.508,0.3358,2025-10,1,0,0,0,1,-3.61,8.475,Tres negatif,Neutre
20251216,2025-12-16,Police Republicaine,BN,Parti Forces Cauris,BN,040,Consultation diplomatique,1,3.0,8,2,2.85,Nikki,BN,9.94,3.21,matinlibre.com,HEALTH;COMMERCE_NIGERIA;PORT_COTONOU;ENERGIE_ELECTRIFICATION;POVERTY,5,Joseph Djogbenou;Boni Yayi;Abdoulaye Bio Tchane,3,Forces Cauris (FCBE);Cour Constitutionnelle du Benin;Union Progressiste (UP),3,2.43,0.73,3.16,2.31,1.96,305,0.448,0.097,0.361,1.062,2.749,0.009,Trust,https://matinlibre.com/2025/evt-45969,0,fra,0,Cooperation verbale,0,0,16,Nord,Borgou,152000,1,Presse en ligne,0.65,0.5712,2025-12,0,1,0,1,0,1.7,4.726,Positif,Stabilisant
20250527,2025-05-27,Parti Bloc Republicain,BN,Police Republicaine,BN,012,Decl. de soutien,1,3.7,8,3,-3.17,Kandi,BN,11.134,2.9394,24haubenin.info,MIGRATION;DIASPORA_BENIN;PALUDISME;UNIVERSITE_ABOMEY_CALAVI,4,Joseph Djogbenou,1,Benin Telecoms / Libercom;Ministere des Finances (MEF),2,1.9,1.29,3.19,0.34,0.03,2343,1.054,0.074,1.385,0.592,14.997,1.027,Trust,https://24haubenin.info/?evt-24450,1,fra,0,Cooperation verbale,0,1,24,Nord,Alibori,179000,1,Presse en ligne,0.685,0.4208,2025-05,0,0,0,1,0,0.61,19.129,Negatif,Stabilisant
20251201,2025-12-01,Parti Union Progressiste,BN,Paysans / Producteurs coton,BN,010,Declaration publique,1,1.38,14,3,2.18,Malanville,BN,11.868,3.3836,beninwebtv.com,YOUTH;ELECTION;COMMERCE_NIGERIA,3,Oswald Homeky,1,Universite Abomey-Calavi (UAC),1,1.57,1.76,3.33,1.61,1.97,1497,0.319,0.554,0.189,0.109,1.04,2.434,Surprise,https://beninwebtv.com/2025/12/01/evt-87666,1,fra,0,Cooperation verbale,0,0,42,Nord,Alibori,168000,1,Web TV,0.569,0.5545,2025-12,0,1,1,1,0,-0.19,4.645,Positif,Neutre
20250120,2025-01-20,Medias beninois,BN,Presidence de la Republique,BN,070,Aide/assistance,2,3.11,3,3,2.25,Kandi,BN,11.134,2.9394,gouv.bj,ZONE_FRANCHE;MIGRATION;POVERTY;ENERGIE_ELECTRIFICATION;COTON_FILIERE,5,Claudine Prudencio,1,Benin Telecoms / Libercom,1,0.19,3.74,3.93,0.76,0.74,1194,0.444,0.013,2.917,0.256,1.147,0.076,Joy,https://www.gouv.bj/actualite/evt-89225,1,fra,0,Cooperation materielle,0,0,9,Nord,Alibori,179000,1,Officiel,0.6555,0.5562,2025-01,0,1,0,1,0,-3.55,4.853,Positif,Stabilisant
20251110,2025-11-10,Gouvernement du Benin,BN,Police Republicaine,BN,070,Aide/assistance,2,1.81,14,2,4.64,Kandi,BN,11.134,2.9394,beninwebtv.com,DEFORESTATION;PROTEST;COTON_FILIERE,3,Samou Seidou Adambi,1,,0,0.03,0.83,0.86,0.94,3.66,879,0.353,0.082,3.832,0.001,0.949,0.086,Joy,https://beninwebtv.com/2025/11/10/evt-85013,1,fra,0,Cooperation materielle,0,0,28,Nord,Alibori,179000,1,Web TV,0.5905,0.616,2025-11,1,1,0,0,1,-0.8,5.303,Positif,Neutre
20250211,2025-02-11,Medias beninois,BN,Gouvernement du Benin,BN,040,Consultation diplomatique,1,4.27,5,5,2.68,Porto-Novo,BN,6.4969,2.6289,beninwebtv.com,MIGRATION;EDUCATION;DEMOCRACY,3,,0,,0,11.7,1.89,13.59,0.03,0.59,907,0.375,0.031,1.994,0.041,1.629,3.439,Surprise,https://beninwebtv.com/2025/02/11/evt-78912,1,fra,0,Cooperation verbale,0,0,25,Sud,Oueme,264000,0,Web TV,0.7135,0.567,2025-02,0,0,1,1,0,9.81,7.509,Positif,Stabilisant
20251216,2025-12-16,Police Republicaine,BN,Parti Union Progressiste,BN,010,Declaration publique,1,1.93,9,1,3.54,Abomey-Calavi,BN,6.4484,2.3552,fraternite.bj,FOOD_SECURITY;ENERGIE_ELECTRIFICATION;PATRIMOINE_UNESCO;HEALTH;DIASPORA_BENIN,5,Oswald Homeky;Romuald Wadagni,2,Presidence du Benin;Bloc Republicain (BR),2,2.67,2.4,5.07,3.78,0.26,1553,0.165,0.299,0.764,0.023,1.017,0.477,Trust,https://fraternite.bj/article/evt-63561,0,fra,0,Cooperation verbale,0,0,9,Sud,Atlantique,757000,0,Presse en ligne,0.5965,0.5885,2025-12,1,0,0,1,1,0.27,2.745,Positif,Neutre
20251210,2025-12-10,Mairie / Elus locaux,BN,Gouvernement du Benin,BN,042,Visite officielle,1,1.86,6,6,-1.29,Porto-Novo,BN,6.4969,2.6289,beninwebtv.com,COMMERCE_NIGERIA;ECONOMY;ENERGIE_ELECTRIFICATION,3,,0,,0,4.78,0.86,5.64,0.64,1.59,1858,0.001,0.801,1.789,0.097,5.72,0.817,Trust,https://beninwebtv.com/2025/12/10/evt-88502,1,fra,0,Cooperation verbale,0,1,36,Sud,Oueme,264000,0,Web TV,0.593,0.4678,2025-12,0,1,0,1,0,3.92,9.225,Neutre,Neutre
20250520,2025-05-20,Police Republicaine,BN,Presidence de la Republique,BN,036,Critique politique,1,1.0,2,1,1.53,Porto-Novo,BN,6.4969,2.6289,fraternite.bj,FRONTIERE_NORD;PECHE,2,,0,CENA (Commission electorale);Benin Telecoms / Libercom,2,1.3,3.27,4.57,0.8,1.04,1375,0.153,0.643,1.771,0.126,2.714,0.407,Trust,https://fraternite.bj/article/evt-60733,1,fra,0,Cooperation verbale,0,0,2,Sud,Oueme,264000,0,Presse en ligne,0.55,0.5382,2025-05,1,0,0,0,1,-1.97,5.814,Neutre,Neutre
20250109,2025-01-09,Gouvernement du Benin,BN,Presidence de la Republique,BN,071,Aide humanitaire,2,3.51,12,2,5.05,Pobe,BN,6.98,2.66,beninwebtv.com,ECONOMY,1,Joseph Djogbenou,1,,0,1.74,0.68,2.42,1.34,2.26,2947,0.231,0.083,6.664,0.067,0.979,1.393,Joy,https://beninwebtv.com/2025/01/09/evt-36704,0,fra,0,Cooperation materielle,0,0,24,Sud,Plateau,123000,0,Web TV,0.6755,0.6262,2025-01,0,1,0,0,0,1.06,9.417,Tres positif,Stabilisant
20250320,2025-03-20,Gouvernement du Benin,BN,Gouvernement du Benin,BN,061,Aide economique,2,2.83,10,2,0.55,Porto-Novo,BN,6.4969,2.6289,lavoixdubenin.com,CORRUPTION;FRONTIERE_NORD,2,Sebastien Ajavon,1,Universite de Parakou;ABeGIEF (Gestion Immob.),2,5.61,0.42,6.03,2.18,0.03,920,0.111,0.2,5.971,0.133,2.541,0.295,Joy,https://lavoixdubenin.com/evt-72717,1,fra,0,Cooperation materielle,0,0,20,Sud,Oueme,264000,0,Presse en ligne,0.6415,0.5138,2025-03,1,0,0,0,0,5.19,9.251,Neutre,Neutre
20251204,2025-12-04,Etudiants / UAC,BN,Presidence de la Republique,BN,040,Consultation diplomatique,1,-0.31,9,1,3.73,Abomey-Calavi,BN,6.4484,2.3552,gouv.bj,POLITICS;TERRORISM;SECURITY;GENDER,4,Benjamin Hounkpatin;Komi Koutche;Yvon Detegnon,3,Presidence du Benin,1,1.18,1.84,3.02,4.2,2.66,1729,0.285,0.272,0.875,0.426,1.119,1.394,Surprise,https://www.gouv.bj/actualite/evt-82148,0,fra,0,Cooperation verbale,0,0,9,Sud,Atlantique,757000,0,Officiel,0.4845,0.5933,2025-12,1,0,1,1,0,-0.66,4.371,Positif,Leg. negatif
20250528,2025-05-28,Medias beninois,BN,Parti Union Progressiste,BN,020,Appel action,1,2.78,6,3,-0.62,Djougou,BN,9.7082,1.6599,lepointeau.bj,MEDIA_LIBERTE_PRESSE;ZONE_FRANCHE;UNIVERSITE_ABOMEY_CALAVI;TRADE;DEMOCRACY,5,Patrice Talon;Sebastien Ajavon,2,Assemblee Nationale du Benin,1,0.65,2.42,3.07,0.16,0.54,1959,1.356,0.429,1.175,0.408,0.375,0.9,Anger,https://lepointeau.bj/evt-46972,0,fra,0,Cooperation verbale,0,1,18,Nord,Donga,267000,1,Presse en ligne,0.639,0.4845,2025-05,0,1,1,1,0,-1.77,4.643,Neutre,Neutre
20250712,2025-07-12,Parti Union Progressiste,BN,Parti Union Progressiste,BN,180,Attaque,4,-5.16,4,2,-6.02,Djougou,BN,9.7082,1.6599,ortb.bj,CLIMATE;ENVIRONMENT;PROTEST;PECHE;HUMAN_RIGHTS,5,,0,SBEE (Electricite),1,0.88,5.52,6.4,1.74,0.57,448,4.931,0.757,0.873,0.047,0.251,0.982,Anger,https://ortb.bj/actualite/evt-32940,1,fra,0,Conflit materiel,1,1,8,Nord,Donga,267000,1,Media public,0.242,0.3495,2025-07,1,0,0,0,1,-4.64,7.841,Tres negatif,Destabilisant
20250916,2025-09-16,Police Republicaine,BN,Assemblee Nationale,BN,050,Appel cooperation,1,3.93,8,1,-2.26,Porto-Novo,BN,6.4969,2.6289,gouv.bj,ELECTION;PATRIMOINE_UNESCO;COTON_FILIERE,3,Boni Yayi;Alassane Seidou;Benjamin Hounkpatin,3,Universite de Parakou,1,10.2,1.56,11.76,1.59,0.05,1007,1.326,0.283,0.619,0.371,14.939,1.122,Trust,https://www.gouv.bj/actualite/evt-51257,0,fra,0,Cooperation verbale,0,1,8,Sud,Oueme,264000,0,Officiel,0.6965,0.4435,2025-09,0,1,1,0,0,8.64,18.66,Negatif,Stabilisant
20250516,2025-05-16,Cour Constitutionnelle,BN,Parti Union Progressiste,BN,071,Aide humanitaire,2,1.82,10,8,1.57,Come,BN,6.4,1.88,ortb.bj,PROTEST;EDUCATION;HEALTH,3,,0,HAAC (Haute Autorite);Parti du Renouveau Democratique,2,13.71,2.18,15.89,3.32,2.83,1647,3.473,1.531,3.017,0.053,1.532,0.338,Anger,https://ortb.bj/actualite/evt-15833,0,fra,0,Cooperation materielle,0,0,80,Sud,Mono,73000,0,Media public,0.591,0.5392,2025-05,1,0,0,1,0,11.53,9.944,Neutre,Neutre
20250208,2025-02-08,Autorites traditionnelles,BN,Gouvernement du Benin,BN,012,Decl. de soutien,1,0.05,7,1,-0.32,Ketou,BN,7.36,2.6,lanouvelletribune.bj,INONDATIONS;TOURISME_BENIN,2,,0,Cour Constitutionnelle du Benin,1,8.87,0.95,9.82,4.64,3.18,1161,0.324,1.417,5.136,0.911,3.727,0.096,Joy,https://lanouvelletribune.bj/benin/evt-85634,1,fra,0,Cooperation verbale,0,1,7,Sud,Plateau,136000,0,Presse en ligne,0.5025,0.492,2025-02,0,1,0,0,1,7.92,11.611,Neutre,Neutre
20251116,2025-11-16,Autorites traditionnelles,BN,Police Republicaine,BN,050,Appel cooperation,1,1.1,5,3,4.65,Parakou,BN,9.337,2.6282,beninrevele.bj,FINANCE;ENERGIE_ELECTRIFICATION;FOOD_SECURITY;EDUCATION;INFRASTRUCTURE,5,Benjamin Hounkpatin,1,Union Progressiste (UP);Parti du Renouveau Democratique;Cour Constitutionnelle du Benin,3,5.14,0.57,5.71,0.16,0.82,153,0.912,0.326,10.235,1.062,1.097,1.433,Joy,https://beninrevele.bj/actualite/evt-94488,0,fra,0,Cooperation verbale,0,0,15,Nord,Borgou,255000,1,Site gouv.,0.555,0.6162,2025-11,1,1,0,1,1,4.57,15.065,Positif,Neutre
20251014,2025-10-14,Mairie / Elus locaux,BN,Parti Bloc Republicain,BN,010,Declaration publique,1,5.67,9,3,6.87,Abomey-Calavi,BN,6.4484,2.3552,lanouvelletribune.bj,PECHE;COTON_FILIERE;GENDER;TERRORISM;HUMAN_RIGHTS,5,Abdoulaye Bio Tchane,1,,0,0.2,1.23,1.43,0.92,1.93,1053,0.167,0.305,0.26,0.167,0.169,0.136,Fear,https://lanouvelletribune.bj/benin/evt-96515,1,fra,0,Cooperation verbale,0,0,27,Sud,Atlantique,757000,0,Presse en ligne,0.7835,0.6718,2025-10,1,1,0,1,1,-1.03,1.204,Tres positif,Stabilisant
20250530,2025-05-30,Etudiants / UAC,BN,Cour Constitutionnelle,BN,057,Signature accord,2,1.57,2,4,-2.53,Tanguieta,BN,10.62,1.27,fraternite.bj,PECHE;DEMOCRACY,2,,0,Presidence du Benin,1,5.39,0.4,5.79,0.17,1.49,2522,0.22,0.305,1.866,0.342,2.956,0.235,Trust,https://fraternite.bj/article/evt-48281,1,fra,0,Cooperation materielle,0,1,8,Nord,Atacora,72000,1,Presse en ligne,0.5785,0.4368,2025-05,0,0,1,0,1,4.99,5.924,Negatif,Neutre
20251218,2025-12-18,Paysans / Producteurs coton,BN,Parti Forces Cauris,BN,172,Arrestation,4,-3.57,15,10,-4.4,Aplahoue,BN,6.93,1.68,lanouvelletribune.bj,PIRACY_GOLFE_GUINEE;EPU_POLICY_UNCERTAINTY,2,,0,Union Progressiste (UP),1,1.13,17.57,18.7,3.76,0.44,2226,4.312,3.546,0.114,4.219,1.138,2.698,Anger,https://lanouvelletribune.bj/benin/evt-54726,1,fra,0,Conflit materiel,1,1,150,Sud,Couffo,171000,0,Presse en ligne,0.3215,0.39,2025-12,1,0,0,0,0,-16.44,16.027,Negatif,Destabilisant
20250105,2025-01-05,Presidence de la Republique,BN,Police Republicaine,BN,042,Visite officielle,1,-0.74,2,5,4.09,Savalou,BN,7.9303,1.9754,lanouvelletribune.bj,COTON_FILIERE;FOOD_SECURITY;DIASPORA_BENIN;ECONOMY,4,Abdoulaye Bio Tchane,1,INSAE (Statistiques);Cour Supreme du Benin,2,5.51,1.5,7.01,2.07,4.38,2059,0.065,0.713,4.404,0.318,2.386,1.123,Joy,https://lanouvelletribune.bj/benin/evt-41424,0,fra,0,Cooperation verbale,0,0,10,Centre,Collines,144000,0,Presse en ligne,0.463,0.6022,2025-01,1,1,0,0,1,4.01,9.009,Positif,Leg. negatif
20250824,2025-08-24,Medias beninois,BN,Medias beninois,BN,010,Declaration publique,1,2.79,8,1,-0.13,Cotonou,BN,6.3654,2.4183,leconomistebenin.com,DEFORESTATION,1,Mariam Chabi Talata,1,Universite Abomey-Calavi (UAC),1,7.49,2.38,9.87,6.38,0.22,2016,0.603,0.832,2.952,0.435,4.015,1.262,Trust,https://leconomistebenin.com/evt-81401,0,fra,0,Cooperation verbale,0,1,8,Sud,Littoral,679000,0,Presse economique,0.6395,0.4968,2025-08,0,0,0,0,1,5.11,10.099,Neutre,Neutre
